央视频道,#genre#	
CCTV3,http://1.195.111.251:11190/tsfile/live/0003_1.m3u8
CCTV4,http://1.195.111.251:11190/tsfile/live/0004_1.m3u8
CCTV5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV6,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV7,http://1.195.111.251:11190/tsfile/live/0007_1.m3u8
CCTV8,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV9,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8
CCTV11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8
CCTV12,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV14,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV15,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8
CCTV1,http://221.213.43.82:8888/newlive/live/hls/2/live.m3u8
CCTV2,http://221.213.43.82:8888/newlive/live/hls/3/live.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8?
CCTV2,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV3,http://221.213.43.82:8888/newlive/live/hls/4/live.m3u8
CCTV4,http://221.213.43.82:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5,http://221.213.43.82:8888/newlive/live/hls/6/live.m3u8
CCTV5+,http://221.213.43.82:8888/newlive/live/hls/7/live.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV5+,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV6,http://221.213.43.82:8888/newlive/live/hls/8/live.m3u8
CCTV6,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV7,http://221.213.43.82:8888/newlive/live/hls/9/live.m3u8
CCTV8,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV9,http://221.213.43.82:8888/newlive/live/hls/11/live.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV9,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV9,http://111.59.63.32:9901/tsfile/live/1016_1.m3u8
CCTV10,http://221.213.43.82:8888/newlive/live/hls/12/live.m3u8
CCTV10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8?%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E6%99%B4%E5%9B%AD%E3%80%91%E6%95%B4%E7%90%86%E5%88%86%E4%BA%AB
CCTV10,http://111.59.63.32:9901/tsfile/live/1017_1.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV10,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV11,http://221.213.43.82:8888/newlive/live/hls/13/live.m3u8
CCTV11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8
CCTV11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8?
CCTV12,http://221.213.43.82:8888/newlive/live/hls/14/live.m3u8
CCTV12,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8?%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E6%99%B4%E5%9B%AD%E3%80%91%E6%95%B4%E7%90%86%E5%88%86%E4%BA%AB
CCTV12,http://111.59.63.32:9901/tsfile/live/1019_1.m3u8
CCTV13,http://221.213.43.82:8888/newlive/live/hls/15/live.m3u8
CCTV13,http://111.59.63.32:9901/tsfile/live/1020_1.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV13,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV14,http://221.213.43.82:8888/newlive/live/hls/16/live.m3u8
CCTV15,http://221.213.43.82:8888/newlive/live/hls/17/live.m3u8
CCTV15,http://111.59.63.32:9901/tsfile/live/1022_1.m3u8
CCTV15,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV15,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV16,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?   
CCTV17,http://111.59.63.32:9901/tsfile/live/1023_1.m3u8

CCTV1,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV1,http://live.goodiptv.club/api/bestv.php?id=cctv1hd8m/8000000
CCTV1,http://222.71.90.218:8888/newlive/live/hls/2/live.m3u8
CCTV1,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv1hd
CCTV1,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv1
CCTV1,http://116.26.11.237:4000/udp/239.77.1.17:5146
CCTV1,http://116.26.11.237:4000/udp/239.77.1.144:5146
CCTV1,http://116.26.11.237:4000/udp/239.77.0.86:5146
CCTV1,http://116.26.11.237:4000/udp/239.77.0.129:5146
CCTV1,http://114.254.89.131:2222/udp/239.3.1.129:8008
CCTV1,http://42.5.34.200:13/rtp/232.0.0.27:8808
CCTV1,http://182.32.184.7:5002/udp/239.21.1.1:5002
CCTV1,http://182.32.184.7:5002/udp/239.21.1.120:5002
CCTV1,http://eecc.cc:8888/udp/233.50.200.99:5140
CCTV1,http://eecc.cc:8888/udp/233.50.200.130:5140
CCTV1,http://eecc.cc:8888/udp/233.50.200.143:5140
CCTV1,http://eecc.cc:8888/udp/233.50.201.118:5140
CCTV1,http://eecc.cc:8888/udp/233.50.201.222:5140
CCTV1,http://49.70.221.126:8888/rtp/239.49.8.19:9614
CCTV1,http://49.70.221.126:8888/rtp/239.49.8.129:6000
CCTV1,http://220.178.106.163:1000/udp/238.1.78.166:7200
CCTV1,http://61.52.27.127:2000/rtp/225.1.4.73:1102
CCTV1,http://106.113.145.82:2222/udp/239.254.200.45:8008
CCTV2,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV2,http://live.goodiptv.club/api/bestv.php?id=cctv2hd8m/8000000
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
CCTV2,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8
CCTV2,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv2hd
CCTV2,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv2
CCTV2,http://116.26.11.237:4000/udp/239.77.1.158:5146
CCTV2,http://116.26.11.237:4000/udp/239.253.43.17:5146
CCTV2,http://116.26.11.237:4000/udp/239.77.0.137:5146
CCTV2,http://114.254.89.131:2222/udp/239.3.1.60:8084
CCTV2,http://42.5.34.200:13/rtp/232.0.0.132:9144
CCTV2,http://182.32.184.7:5002/udp/239.21.1.2:5002
CCTV2,http://182.32.184.7:5002/udp/239.21.1.151:5002
CCTV2,http://eecc.cc:8888/udp/233.50.200.25:5140
CCTV2,http://eecc.cc:8888/udp/233.50.200.100:5140
CCTV2,http://eecc.cc:8888/udp/233.50.201.119:5140
CCTV2,http://49.70.221.126:8888/rtp/239.49.8.50:9802
CCTV2,http://49.70.221.126:8888/rtp/239.49.8.130:6000
CCTV2,http://220.178.106.163:1000/udp/238.1.78.235:7752
CCTV2,http://61.52.27.127:2000/rtp/225.1.4.74:1103
CCTV2,http://106.113.145.82:2222/udp/239.254.200.158:6000



CCTV3,http://182.32.184.7:5002/udp/239.21.2.45:5002
CCTV3,http://49.70.221.126:8888/rtp/239.49.9.31:6000
CCTV3,http://220.178.106.163:1000/udp/238.1.78.170:7232
CCTV3,http://116.26.11.237:4000/udp/239.77.0.169:5146
CCTV3,http://116.26.11.237:4000/udp/239.77.0.175:5146
CCTV3,http://live.goodiptv.club/api/bestv.php?id=cctv38m/8000000
CCTV3,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv3hd
CCTV3,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv3
CCTV3,http://114.254.89.131:2222/udp/239.3.1.172:8001
CCTV3,http://42.5.34.200:13/rtp/232.0.0.198:9214
CCTV3,http://182.32.184.7:5002/udp/239.21.1.3:5002
CCTV3,http://eecc.cc:8888/udp/233.50.200.107:5140
CCTV3,http://eecc.cc:8888/udp/233.50.201.196:5140
CCTV3,http://106.113.145.82:2222/udp/239.254.201.152:7205
CCTV3,http://106.113.145.82:2222/udp/239.254.200.13:6000



CCTV4,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV4,http://live.goodiptv.club/api/bestv.php?id=cctv4hd8m/8000000
CCTV4,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv4hd
CCTV4,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv4
CCTV4,http://1.195.111.251:11190/tsfile/live/0004_1.m3u8
CCTV4,http://116.26.11.237:4000/udp/239.77.1.163:5146
CCTV4,http://116.26.11.237:4000/udp/239.77.1.166:5146
CCTV4,http://116.26.11.237:4000/udp/239.77.0.78:5146
CCTV4,http://182.32.184.7:5002/udp/239.21.1.4:5002
CCTV4,http://eecc.cc:8888/udp/233.50.200.101:5140
CCTV4,http://49.70.221.126:8888/rtp/239.49.8.51:9806
CCTV4,http://49.70.221.126:8888/rtp/239.49.8.131:6000
CCTV4,http://220.178.106.163:1000/udp/238.1.78.236:7760
CCTV4,http://42.5.34.200:13/rtp/232.0.0.148:9142
CCTV4,http://182.32.184.7:5002/udp/239.21.1.154:5002
CCTV4,http://42.5.34.200:13/rtp/232.0.0.148:9142
CCTV4,http://61.52.27.127:2000/rtp/225.1.5.30:1333
CCTV4,http://106.113.145.82:2222/udp/239.254.200.190:6307
CCTV4欧洲,http://114.254.89.131:2222/udp/239.3.1.213:4220
CCTV4美洲,http://114.254.89.131:2222/udp/239.3.1.214:4220
CCTV4欧洲,http://42.5.34.200:13/rtp/232.0.0.210:9238
CCTV4美洲,http://42.5.34.200:13/rtp/232.0.0.145:9110
CCTV4美洲,http://182.32.184.7:5002/udp/239.21.2.29:5002
CCTV4欧洲,http://182.32.184.7:5002/udp/239.21.2.28:5002
CCTV4欧洲,http://61.52.27.127:2000/rtp/225.1.5.31:1342
CCTV4美洲,http://61.52.27.127:2000/rtp/225.1.5.32:1343
CCTV4欧洲,http://106.113.145.82:2222/udp/239.254.201.205:4220
CCTV4美洲,http://106.113.145.82:2222/udp/239.254.201.206:4220


CCTV5,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5,http://live.goodiptv.club/api/bestv.php?id=cctv58m/8000000
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv5hd
CCTV5,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv5
CCTV5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV5,http://116.26.11.237:4000/udp/239.77.0.170:5146
CCTV5,http://116.26.11.237:4000/udp/239.77.0.177:5146
CCTV5,http://114.254.89.131:2222/udp/239.3.1.173:8001
CCTV5,http://42.5.34.200:13/rtp/232.0.0.196:9210
CCTV5,http://182.32.184.7:5002/udp/239.21.1.5:5002
CCTV5,http://182.32.184.7:5002/udp/239.21.2.46:5002
CCTV5,http://eecc.cc:8888/udp/233.50.200.108:5140
CCTV5,http://eecc.cc:8888/udp/233.50.201.197:5140
CCTV5,http://49.70.221.126:8888/rtp/239.49.8.18:9610
CCTV5,http://49.70.221.126:8888/rtp/239.49.9.32:6000
CCTV5,http://220.178.106.163:1000/udp/238.1.78.171:7240
CCTV5,http://106.113.145.82:2222/udp/239.254.201.153:7206
CCTV5,http://106.113.145.82:2222/udp/239.254.200.14:6000
CCTV5,http://222.71.90.218:8888/newlive/live/hls/6/live.m3u8


CCTV5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+,http://live.goodiptv.club/api/bestv.php?id=cctv5phd8m/8000000
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv5p
CCTV5+,http://116.26.11.237:4000/udp/239.77.0.87:5146
CCTV5+,http://116.26.11.237:4000/udp/239.77.1.31:5146
CCTV5+,http://116.26.11.237:4000/udp/239.77.1.147:5146
CCTV5+,http://114.254.89.131:2222/udp/239.3.1.130:8004
CCTV5+,http://42.5.34.200:13/rtp/232.0.0.93:8750
CCTV5+,http://182.32.184.7:5002/udp/239.21.1.142:5002
CCTV5+,http://182.32.184.7:5002/udp/239.21.1.190:5002
CCTV5+,http://eecc.cc:8888/udp/233.50.201.220:5140
CCTV5+,http://49.70.221.126:8888/rtp/239.49.8.137:6000
CCTV5+,http://220.178.106.163:1000/udp/238.1.78.237:7768
CCTV5+,http://61.52.27.127:2000/rtp/225.1.4.75:1104
CCTV5+,http://106.113.145.82:2222/udp/239.254.200.46:8004



CCTV6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV6,http://live.goodiptv.club/api/bestv.php?id=cctv6hd8m/8000000
CCTV6,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV6,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv6hd
CCTV6,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv6
CCTV6,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV6,http://116.26.11.237:4000/udp/239.77.0.171:5146
CCTV6,http://116.26.11.237:4000/udp/239.77.0.178:5146
CCTV6,http://114.254.89.131:2222/udp/239.3.1.174:8001
CCTV6,http://42.5.34.200:13/rtp/232.0.0.194:9206
CCTV6,http://182.32.184.7:5002/udp/239.21.1.6:5002
CCTV6,http://182.32.184.7:5002/udp/239.21.2.47:5002
CCTV6,http://eecc.cc:8888/udp/233.50.200.109:5140
CCTV6,http://eecc.cc:8888/udp/233.50.201.198:5140
CCTV6,http://49.70.221.126:8888/rtp/239.49.9.33:6000
CCTV6,http://220.178.106.163:1000/udp/238.1.78.172:7248
CCTV6,http://61.52.27.127:2000/rtp/225.1.4.160:1196
CCTV6,http://106.113.145.82:2222/udp/239.254.201.154:7207
CCTV6,http://106.113.145.82:2222/udp/239.254.200.15:6000
CCTV6,http://222.71.90.218:8888/newlive/live/hls/7/live.m3u8



CCTV7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV7,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV7,http://live.goodiptv.club/api/bestv.php?id=cctv7hd8m/8000000
CCTV7,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv7hd
CCTV7,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv7
CCTV7,http://1.195.111.251:11190/tsfile/live/0007_1.m3u8
CCTV7,http://116.26.11.237:4000/udp/239.77.1.159:5146
CCTV7,http://116.26.11.237:4000/udp/239.77.1.167:5146
CCTV7,http://116.26.11.237:4000/udp/239.77.0.138:5146
CCTV7,http://114.254.89.131:2222/udp/239.3.1.61:8104
CCTV7,http://42.5.34.200:13/rtp/232.0.0.133:9146
CCTV7,http://182.32.184.7:5002/udp/239.21.1.7:5002
CCTV7,http://182.32.184.7:5002/udp/239.21.1.152:5002
CCTV7,http://eecc.cc:8888/udp/233.50.200.24:5140
CCTV7,http://eecc.cc:8888/udp/233.50.200.102:5140
CCTV7,http://eecc.cc:8888/udp/233.50.201.120:5140
CCTV7,http://49.70.221.126:8888/rtp/239.49.8.52:9810
CCTV7,http://220.178.106.163:1000/udp/238.1.78.239:7784
CCTV7,http://61.52.27.127:2000/rtp/225.1.4.76:1105
CCTV7,http://106.113.145.82:2222/udp/239.254.200.159:6000


CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8,http://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
CCTV8,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv8hd
CCTV8,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv8
CCTV8,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV8,http://116.26.11.237:4000/udp/239.77.0.172:5146
CCTV8,http://116.26.11.237:4000/udp/239.77.0.181:5146
CCTV8,http://114.254.89.131:2222/udp/239.3.1.175:8001
CCTV8,http://42.5.34.200:13/rtp/232.0.0.28:8710
CCTV8,http://182.32.184.7:5002/udp/239.21.1.8:5002
CCTV8,http://182.32.184.7:5002/udp/239.21.2.48:5002
CCTV8,http://eecc.cc:8888/udp/233.50.200.110:5140
CCTV8,http://eecc.cc:8888/udp/233.50.201.199:5140
CCTV8,http://49.70.221.126:8888/rtp/239.49.9.34:6000
CCTV8,http://220.178.106.163:1000/udp/238.1.78.173:7256
CCTV8,http://61.52.27.127:2000/rtp/225.1.4.161:1197
CCTV8,http://106.113.145.82:2222/udp/239.254.201.155:7208
CCTV8,http://106.113.145.82:2222/udp/239.254.200.16:6000



CCTV9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV9,http://live.goodiptv.club/api/bestv.php?id=cctv9hd8m/8000000
CCTV9,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv9hd
CCTV9,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv9
CCTV9,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV9,http://116.26.11.237:4000/udp/239.77.1.160:5146
CCTV9,http://116.26.11.237:4000/udp/239.77.1.168:5146
CCTV9,http://116.26.11.237:4000/udp/239.77.0.135:5146
CCTV9,http://114.254.89.131:2222/udp/239.3.1.62:8112
CCTV9,http://42.5.34.200:13/rtp/232.0.0.134:9148
CCTV9,http://182.32.184.7:5002/udp/239.21.1.9:5002
CCTV9,http://182.32.184.7:5002/udp/239.21.1.153:5002
CCTV9,http://eecc.cc:8888/udp/233.50.200.23:5140
CCTV9,http://eecc.cc:8888/udp/233.50.201.121:5140
CCTV9,http://49.70.221.126:8888/rtp/239.49.8.53:9814
CCTV9,http://49.70.221.126:8888/rtp/239.49.8.133:6000
CCTV9,http://220.178.106.163:1000/udp/238.1.78.240:7792
CCTV9,http://61.52.27.127:2000/rtp/225.1.4.77:1106
CCTV9,http://106.113.145.82:2222/udp/239.254.200.59:8112



CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV10,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV10,http://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV10,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv10hd
CCTV10,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv10
CCTV10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8
CCTV10,http://116.26.11.237:4000/udp/239.77.1.113:5146
CCTV10,http://116.26.11.237:4000/udp/239.77.1.169:5146
CCTV10,http://116.26.11.237:4000/udp/239.77.0.134:5146
CCTV10,http://114.254.89.131:2222/udp/239.3.1.63:8116
CCTV10,http://42.5.34.200:13/rtp/232.0.0.135:9150
CCTV10,http://182.32.184.7:5002/udp/239.21.1.11:5002
CCTV10,http://182.32.184.7:5002/udp/239.21.1.155:5002
CCTV10,http://eecc.cc:8888/udp/233.50.200.22:5140
CCTV10,http://eecc.cc:8888/udp/233.50.201.122:5140
CCTV10,http://49.70.221.126:8888/rtp/239.49.8.54:9818
CCTV10,http://49.70.221.126:8888/rtp/239.49.8.134:6000
CCTV10,http://220.178.106.163:1000/udp/238.1.78.241:7800
CCTV10,http://61.52.27.127:2000/rtp/225.1.4.78:1107
CCTV10,http://106.113.145.82:2222/udp/239.254.200.160:6000
CCTV10,http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8



CCTV11,http://116.26.11.237:4000/udp/239.77.1.238:5146
CCTV11,http://114.254.89.131:2222/udp/239.3.1.152:8120
CCTV11,http://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV11,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv11
CCTV11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8
CCTV11,http://42.5.34.200:13/rtp/232.0.0.168:9340
CCTV11,http://182.32.184.7:5002/udp/239.21.1.12:5002
CCTV11,http://182.32.184.7:5002/udp/239.21.2.2:5002
CCTV11,http://49.70.221.126:8888/rtp/239.49.1.11:6000
CCTV11,http://49.70.221.126:8888/rtp/239.49.0.11:8080
CCTV11,http://220.178.106.163:1000/udp/238.1.78.206:7502
CCTV11,http://106.113.145.82:2222/udp/239.254.201.123:8120



CCTV12,http://116.26.11.237:4000/udp/239.77.1.109:5146
CCTV12,http://116.26.11.237:4000/udp/239.77.0.136:5146
CCTV12,http://114.254.89.131:2222/udp/239.3.1.64:8124
CCTV12,http://live.goodiptv.club/api/bestv.php?id=cctv12hd8m/8000000
CCTV12,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv12hd
CCTV12,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv12
CCTV12,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8
CCTV12,http://116.26.11.237:4000/udp/239.77.1.170:5146
CCTV12,http://42.5.34.200:13/rtp/232.0.0.136:9152
CCTV12,http://182.32.184.7:5002/udp/239.21.1.13:5002
CCTV12,http://182.32.184.7:5002/udp/239.21.1.156:5002
CCTV12,http://eecc.cc:8888/udp/233.50.200.21:5140
CCTV12,http://eecc.cc:8888/udp/233.50.201.123:5140
CCTV12,http://49.70.221.126:8888/rtp/239.49.8.55:9822
CCTV12,http://49.70.221.126:8888/rtp/239.49.8.135:6000
CCTV12,http://220.178.106.163:1000/udp/238.1.78.242:7808
CCTV12,http://61.52.27.127:2000/rtp/225.1.4.79:1108
CCTV12,http://106.113.145.82:2222/udp/239.254.200.161:6000


CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV13,http://live.goodiptv.club/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV13,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv13
CCTV13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV13,https://pi.0472.org/tv/mzt.php?auth=230918
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13,http://116.26.11.237:4000/udp/239.77.0.188:5146
CCTV13,http://116.26.11.237:4000/udp/239.253.43.196:5146
